motif_id,title,description
b49a,How many cubs in a year,Mighty animals lost opportunity to have many children and now give birth only once in several years
b49b,Teats of the cow,Initially cow had more teats than now
b50,Bloodsuckser’s lie,An insect feeds on human blood (flesh). Dangerous person asks it where it got to suck blood or whose blood (flesh) is the most delicious. The insect lies or cannot answer (its tongue is cut off). Thanks to this dangerous person attacks certain plants or animals and not people
b51,Mosquito and thunder,Bloodsucking insect does not tell thunder that it has sucked human blood
b51a,The snake is a enemy of the swallow,The snake is an enemy of the swallow (usually because swallow does not let snake to destroy people; the snake sends mosquito or other bloodsucking insect to get know whose blood is the most delicious; the insect flies back to report that human blood is the sweetest; swallow bites its tongue off and the snake gets to pull off feathers from the swallow's tail)
b52a,Vulture creates the landscape,"Flying above the earth and flapping its wings, a bird (usually a vulture) makes it dry after the flood or otherwise creates present landscape"
b52b,Some earth is concealed,Person spits out earth that he swallowed or concealed otherwise. This way the broken landscape is created
b52c,Earth bigger than sky,When the earth was created it proved to be bigger than the sky and had to be squeezed. This way mountains or swamps have appeared
b53,Creatures or objects from cut off genitals,Supernaturally big genitals are cut off and turn into snakes or other creatures and objects
b54,Chips turn into fish,"Chips of wood, branches or pieces of bark thrown or fallen into the water turn into fish and/or aquatic animals"
b55,Leaves are fish,Fish grows on branches of a tree or leaves of a tree turn into fish
b56,Fire tongue of crocodile,"After the crocodile or caiman swallows or loses fire (that he possessed before), he remains without his tongue; or the crocodile's tongue is cut off to make something related to celestial fire (thunderbolt, sun beams, etc."
b57,Blood reddens world,"When some person or animal is killed, blood paints the sky or vegetation (origin of the sunrise or sunset, of reddish colors of Aurora borealis or of the red color of the autumn leaves)"
b57a,Red sunset contains a message,When person gets to see that the sky becomes red he or she understands that another person's blood is shed or that another person spilled a red liquid
b58,Wild turkey’s red neck,"After the original fire is stolen by the ancestors, a partridge size forest bird (Penelope sp.; Anhima cornuta; etc.; jacu, paujil) swallows burning coal and (besides the Andoque) its neck becomes red"
b59,A groups of dancers ascend to the sky,"A group of people (usually children, brothers or sisters) play, dance, ascend to the sky and turn into Pleiades or other compact constellation"
b5a,Two creators: a dialogue,"In the beginning of time, a male and a female persons meet each other and become engaged into the dialogue"
b5b,The universal mother,Woman (alone or with her companion) gives birth to or creates not only people but also different creatures and objects
b5c,Primeval mother and daughter,"There are two women in the beginning of time, an old and a young one. The young woman conceives in a supernatural way and gives birth to a son or twins who establish natural order and social rules"
b6,First man and woman meets each other,"The first or the only survived man and woman walk or run to each other around a post, a hill, etc. When they come together they marry each other"
b60,Offended children abandon parents,"Children conflict with their parents who do not pay them enough attention, condemn their sexual behavior, do not give them enough food, clothes, etc.; the children abandon their parents and become birds, bats, atmospheric phenomena, or stars (usually the Pleiades)"
b61,The mole’s paw,Mole had to support the sky or the Sun that had fallen down. Usually its paw (hand) remained crooked after this
b62,Buzzard husband,"Man thinks that buzzard or hawk has better life than he. They exchange clothes. The bird lives with the man's wife as her husband, the man usually does not enjoy his bird life"
b63,Transformation of lazy boys,"Young people, usually siblings, tell other person, usually their mother, that they have been doing agricultural work though it is not the case. When the deceit is discovered, they turn into atmospheric phenomena"
b64,The bony fish,Bones of fresh-water fish are result of a fighting or military expedition. The bones are arrows that have pierced the fish bodies (gill openings are pierced by arrows) or the small bones are fragments of originally big ones
b64a,Small bones: war between fish and birds,Fish and birds shoot arrows into each other. Since then there are many small bones inside the fish
b64b,Small bones: war between different fish,Fish of two species shoot arrows into each other. Since then there are many small bones in the fish or some bones are forked
b64c,Small bones: fish fall from the sky,Fish in company of other earth dwellers ascend to fight with the sky dwellers. They fall to earth and break their bones. Since then there are many small bones in the fish
b64d,Bones are arrows,Certain bones in the body of living creatures (usually birds and fish) are arrows that were shot into them
b65,Intestines turn into creepers,Person plays imitating other animal person. His belly is cut open as a result and intestines turn into vines
b66,Rope turns into creepers,Persons climb to the sky up a rope or an arrow ladder; fallen down rope turns into forest vines
b67,Tree turns to rocks,People fell giant tree. The fallen tree and/or its stump turns into mountain(s) or rocks
b68,The giant grouse,Hazel-grouse was big and dangerous. He is torn to pieces which are shared between other birds and animals. What remains is the present grouse
b68a,A punished bird: let carries a weaker one on its back,Birds quarrel and one who pretended to obtain a high position badly beats a weaker one. Other birds decide that the offender must carry another one on his back
