,group,motif_id
20716,"Lahu,Sani,Hani,Nasu,Jino",a20
20734,Lima dep.,a20
20751,Lushootseed,a20
20809,"Mixtec,Trique",a20
20879,Oaxaca Mixe,a20
20885,"Okanagon,Sanpoil",a20
20938,Puebla & Huasteca Nahua,a20
21000,"Shuar,Achuar,Huambiza",a20
21014,Soconuzco Mestizos; Cotzumalguapa,a20
21075,Tequstlatec,a20
21081,Tibetans: Amdo,a20
21103,"Totonac, Tepehua",a20
21108,Trumai,a20
21132,Twana,a20
21155,Veracruz Nahuatl,a20
21171,"Waura,Mehinaku",a20
21213,"Yucatec, Itza",a20
21225,"Zapotec,Chatino",a20
21237,Admiralty islands,a21
21264,Andaman,a21
21331,"Bondo,Didayi,Gutob",a21
21352,Bushmen,a21
21367,Central Australia,a21
21383,Cherokee,a21
21444,Diegueno,a21
21487,"Gilbert,Nauru,Banaba",a21
21517,Hopi,a21
21546,Jicarilla Apache,a21
21547,Juang,a21
21549,Kabyle,a21
21564,Kanamari,a21
21570,"Karachays, Balkar",a21
21612,Kogi,a21
21616,Konds (Khonds),a21
21645,Latvians,a21
21662,Lithuanians,a21
21671,"Luiseno, Juaneno",a21
21677,Macedonians,a21
21696,"Manden,Bamana,Malinke,Diula",a21
21701,"Maori,Moriori",a21
21730,Mindanao,a21
21739,Mongols (Khalkha),a21
21750,"Muria,Maria,Pardhan",a21
21762,Navajo,a21
21776,Nivkh,a21
21780,North New Guinea Melanesians,a21
21781,Northern Gur (Oti-Volta),a21
21782,Northern Luzon,a21
21785,Northern Paiute,a21
21791,Northern Shoshone,a21
21824,Ossetians,a21
21832,Palau,a21
21848,Pima,a21
21855,Pomo,a21
21874,Reindeer Koryak,a21
21877,Romanians,a21
21885,SE Australia,a21
21893,Sanema,a21
21897,Santee,a21
21908,Sepik-Ramu Papuans,a21
21944,Sora,a21
21985,"Tarahumara,Warihio",a21
22011,"Tiv,Jukun,Mbete,Wute,Ekoi",a21
22012,"Tiwa,Tewa,Towa",a21
22023,"Toradja, Mori",a21
22025,Torricelli Papuans,a21
22027,Trans New Guinea East,a21
22040,Tundra Nenets,a21
22085,"Walapai,Havasupai,Yavapai",a21
22099,Western Australia,a21
22105,"Western Shoshoni,Gosiute",a21
22126,Yap,a21
22127,"Yaqui,Mayo,Sinaloa",a21
22142,"Yuma,Mohave,Maricopa",a21
22201,Arnham Land,a22
22216,Ayoreo,a22
22218,Aztec,a22
22293,Central Vanuatu,a22
22312,"Chinantec,Mazatec",a22
22343,Cora,a22
22419,"Guaymi,Bocota",a22
22423,"Halcomelem,Sechelt,Squamish",a22
22442,Huastec,a22
22444,Huichol,a22
22503,"Katawishi,Manao etc.",a22
22512,Kekchi; Mopan,a22
22574,"Lengua, Sanapana",a22
22605,Mai Huna (Coto),a22
22669,Muisca,a22
22749,"Otomi,Pame,Jonaz",a22
22767,"Paya,Sumu,Misquito",a22
22784,Puebla & Huasteca Nahua,a22
22828,Selknam,a22
22851,Sicuani,a22
22855,"Siona,Coreguaje",a22
22896,Tacana,a22
22921,Tequstlatec,a22
22937,Tlapanec; Popoloca,a22
22949,"Totonac, Tepehua",a22
22951,Trans New Guinea West,a22
23022,Western Australia,a22
23039,Yagua,a22
23042,Yamana,a22
23064,Yukpa,a22
23141,Aztec,a22a
23235,"Chinantec,Mazatec",a22a
23266,Cora,a22a
23342,"Guaymi,Bocota",a22a
23435,Kekchi; Mopan,a22a
23528,Mai Huna (Coto),a22a
23690,"Paya,Sumu,Misquito",a22a
23707,Puebla & Huasteca Nahua,a22a
23774,Sicuani,a22a
23778,"Siona,Coreguaje",a22a
23819,Tacana,a22a
23844,Tequstlatec,a22a
23872,"Totonac, Tepehua",a22a
23962,Yagua,a22a
24064,Aztec,a22b
24158,"Chinantec,Mazatec",a22b
24451,Mai Huna (Coto),a22b
24595,"Otomi,Pame,Jonaz",a22b
24630,Puebla & Huasteca Nahua,a22b
24767,Tequstlatec,a22b
24795,"Totonac, Tepehua",a22b
24885,Yagua,a22b
24924,"Abor,Gallong,Tani",a22c
24987,Aztec,a22c
25081,"Chinantec,Mazatec",a22c
25098,Chumash,a22c
25112,Cora,a22c
25209,Hopi,a22c
25211,Huastec,a22c
25213,Huichol,a22c
25238,Jicarilla Apache,a22c
25454,Navajo,a22c
25518,"Otomi,Pame,Jonaz",a22c
25547,Pomo,a22c
25553,Puebla & Huasteca Nahua,a22c
25690,Tequstlatec,a22c
25704,"Tiwa,Tewa,Towa",a22c
25706,Tlapanec; Popoloca,a22c
25718,"Totonac, Tepehua",a22c
25914,Bakairi,a22d
26195,"Katawishi,Manao etc.",a22d
26371,Nambikwara,a22d
26487,"Ramkokamekra,Apaniekra",a22d
26733,Yakut,a22d
26777,Aguaruna,a23
26786,"Alabama,Koasati",a23
26796,Amuesha,a23
26833,Aztec,a23
26848,Bari,a23
26917,"Chehalis, Cowlitz",a23
26950,Colorado (Tsachila),a23
27012,Flathead,a23
27055,Hopi,a23
27057,Huastec,a23
27059,Huichol,a23
27094,"Kalispel,Coeur d'Alene",a23
27150,Kogi,a23
27173,Kutenai,a23
27209,"Luiseno, Juaneno",a23
27212,Lushootseed,a23
27277,Mongols (Khalkha),a23
27284,Muisca,a23
27300,Navajo,a23
27324,Northern Peru: Costa,a23
27340,Oaxaca Mixe,a23
27346,"Okanagon,Sanpoil",a23
27364,"Otomi,Pame,Jonaz",a23
27393,Pomo,a23
27399,Puebla & Huasteca Nahua,a23
27409,"Rama,Guatuso",a23
27463,Shuswap,a23
27466,Sicuani,a23
27470,"Siona,Coreguaje",a23
27523,"Tarahumara,Warihio",a23
27524,Tarascan,a23
27536,Tequstlatec,a23
27564,"Totonac, Tepehua",a23
27593,Twana,a23
27654,Yagua,a23
27665,"Yaqui,Mayo,Sinaloa",a23
27675,Yuchi,a23
27679,Yukpa,a23
27702,Ainu,a23a
27716,"Altai-Kiji, Telengit",a23a
27773,Bashkir,a23a
27812,Buryat,a23a
27824,Catalonia,a23a
27884,Crimea Tatars,a23a
27885,Croatians,a23a
27895,Danes,a23a
27915,Eastern Keres,a23a
27923,Estonians,a23a
27932,Finns,a23a
27946,Georgians,a23a
27964,Hanty,a23a
28001,Ireland,a23a
28003,Italians (continental),a23a
28005,Japan,a23a
28018,Kalmyk,a23a
28031,"Karachays, Balkar",a23a
28033,Karelians,a23a
28047,Kazakh,a23a
28067,Kirghiz,a23a
28089,"Kumandin,Chelkan,Tubalar",a23a
28123,Lithuanians,a23a
28149,Malagasy,a23a
28161,Mansi,a23a
28199,Mongols (Inner Mongolia),a23a
28200,Mongols (Khalkha),a23a
28225,Nepali; Tharu,a23a
28238,Nogai,a23a
28254,"Norvegians, Faroe islanders",a23a
28319,Portuguese,a23a
28334,"Rawang, Anong, Drung",a23a
28365,Scotland,a23a
28388,Sicilia,a23a
28397,Slovenians,a23a
28415,Spanish,a23a
28431,Swedes,a23a
28464,Tibetans (U-Tsang),a23a
28479,Tofa,a23a
28542,Volga (Kazan) Tatars,a23a
28562,Western Keres,a23a
28579,Yakut,a23a
28625,Ainu,a23b
28639,"Altai-Kiji, Telengit",a23b
28735,Buryat,a23b
28747,Catalonia,a23b
28808,Croatians,a23b
28818,Danes,a23b
28846,Estonians,a23b
28855,Finns,a23b
28869,Georgians,a23b
28887,Hanty,a23b
28924,Ireland,a23b
28926,Italians (continental),a23b
28941,Kalmyk,a23b
28954,"Karachays, Balkar",a23b
28956,Karelians,a23b
28990,Kirghiz,a23b
29012,"Kumandin,Chelkan,Tubalar",a23b
29072,Malagasy,a23b
29084,Mansi,a23b
29123,Mongols (Khalkha),a23b
29177,"Norvegians, Faroe islanders",a23b
29242,Portuguese,a23b
29257,"Rawang, Anong, Drung",a23b
29311,Sicilia,a23b
29320,Slovenians,a23b
29338,Spanish,a23b
29354,Swedes,a23b
29387,Tibetans (U-Tsang),a23b
29402,Tofa,a23b
29502,Yakut,a23b
29569,Ancient Greece,a23c
29584,Armenians,a23c
29601,Azerbaijan,a23c
29620,Basque,a23c
29647,Bretagne,a23c
29731,Croatians,a23c
29741,Danes,a23c
29758,"Dutch, Flemish, Frisians",a23c
29767,England,a23c
29778,Finns,a23c
29786,French,a23c
29793,Germans,a23c
29798,Greeks (modern),a23c
29808,Halmahera,a23c
29829,Hungarians,a23c
29847,Ireland,a23c
29849,Italians (continental),a23c
29952,Latvians,a23c
29969,Lithuanians,a23c
30046,Mongols (Khalkha),a23c
30100,"Norvegians, Faroe islanders",a23c
30112,Oirat,a23c
30161,Poles,a23c
30184,Romanians,a23c
30211,Scotland,a23c
30234,Sicilia,a23c
30252,Sorbs,a23c
30261,Spanish,a23c
30277,Swedes,a23c
30310,Tibetans (U-Tsang),a23c
30360,Tuvinians,a23c
30372,Ukrainians,a23c
30393,Wales,a23c
30470,Aimara,a24
30510,AsiaticEskimo,a24
30525,Aztec,a24
30586,"Cahuilla, Cupeno",a24
30619,"Chinantec,Mazatec",a24
30621,Chipaya,a24
30623,Chiricahua Apache,a24
30680,Durango Nahua,a24
30729,Haida,a24
30738,"Heiltsuk,Oowekeeno",a24
30749,Huastec,a24
30751,Huichol,a24
30760,Ijka,a24
30766,Inland Tlingit,a24
30776,Jicarilla Apache,a24
30795,"Kanjobal,Chuj,Mocho",a24
30817,"Kechua: South Peru, Bolivia",a24
30819,Kekchi; Mopan,a24
30880,Lenca,a24
30923,"Mam, Ixil",a24
30931,"Maori,Moriori",a24
30940,Massim district,a24
30962,"Mixtec,Trique",a24
31016,Northern Peru: Costa,a24
31017,Northern Peru: Sierra,a24
31059,"Paez,Guambia",a24
31071,"Pasco,Junin,Huancavelica dep.",a24
31078,Pima,a24
31079,Pipil,a24
31087,Popoluca,a24
31091,Puebla & Huasteca Nahua,a24
31096,"Quiche,Pocomam",a24
31159,Sierra Miwok,a24
31204,Tagish,a24
31225,"Tenda, Biafada, Nalu",a24
31245,Tlingit,a24
31246,Toba,a24
31256,"Totonac, Tepehua",a24
31263,Tseltal,a24
31265,Tsimshian,a24
31286,Tzotzil,a24
31295,Ukrainians,a24
31324,"Waura,Mehinaku",a24
31328,Western Apache,a24
31357,"Yaqui,Mayo,Sinaloa",a24
31371,Yukpa,a24
31378,"Zapotec,Chatino",a24
31379,Zoque,a24
31672,Huastec,a24a
31806,"Letuama,Ufaina,Yahuna",a24a
32218,Ukrainians,a24a
32247,"Waura,Mehinaku",a24a
32302,Zoque,a24a
32467,Chipaya,a25
32477,Chorote,a25
32606,Ijka,a25
32787,Mataco,a25
33054,Taino,a25
33092,Toba,a25
33186,"Witoto,Ocaina",a25
33846,Piaroa,a26
33892,Sanema,a26
34113,Yabarana,a26
34123,Yanomamo,a26
34189,Apinaye,a27
34231,"Barasana,Taibano,Makuna",a27
34232,Bari,a27
34256,Bororo,a27
34259,Botocudo,a27
34281,Carijona,a27
34288,Cayapo,a27
34299,Chayahuita,a27
34334,Colorado (Tsachila),a27
34351,"Culina,Araua,Apurina",a27
34361,"Desana,Siriano,Tatuyo,Bara",a27
34372,Durango Nahua,a27
34376,Eastern Keres,a27
34415,Guajiro,a27
34439,Hopi,a27
34470,Juruna,a27
34493,Karaja,a27
34511,Kekchi; Mopan,a27
34538,Konds (Khonds),a27
34546,Kraho,a27
34578,Lillooet,a27
34587,Locono,a27
34600,Machiguenga,a27
34615,"Mam, Ixil",a27
34617,Mandan,a27
34635,Maxakali,a27
34761,Paresi,a27
34767,Pemon,a27
34794,"Ramkokamekra,Apaniekra",a27
34798,Rikbaktsa,a27
34841,Shipaya,a27
34845,"Shuar,Achuar,Huambiza",a27
34872,Southern Paiute,a27
34906,Tapirape,a27
34924,Thompson,a27
34929,Ticuna,a27
34963,Tunebo,a27
34994,Urubu-Kaapor,a27
35006,Waiwai,a27
35018,"Wayana, Aparai",a27
35031,Wintu,a27
35032,"Witoto,Ocaina",a27
35038,Yagua,a27
35063,Yukpa,a27
35074,Abaza (Abazins),a29
35076,Abkhaz,a29
35348,Hanty,a29
35367,Hungarians,a29
35380,Ingush,a29
35436,"Ket, Yug",a29
35507,Lithuanians,a29
35531,Makka,a29
35635,Northern Sel'kup,a29
35669,Ossetians,a29
35722,Romanians,a29
35796,Southern Sel'kup,a29
35885,Tundra Nenets,a29
36271,Hanty,a29a
36359,"Ket, Yug",a29a
36454,Makka,a29a
36558,Northern Sel'kup,a29a
36719,Southern Sel'kup,a29a
36808,Tundra Nenets,a29a
36920,Abaza (Abazins),a29b
36922,Abkhaz,a29b
37146,"Eastern Sami, incl. Skolts",a29b
37194,Hanty,a29b
37226,Ingush,a29b
37282,"Ket, Yug",a29b
37481,Northern Sel'kup,a29b
37515,Ossetians,a29b
37642,Southern Sel'kup,a29b
37731,Tundra Nenets,a29b
37846,"Abor,Gallong,Tani",a2a
37867,"Alor, Solor",a2a
37869,"Altai-Kiji, Telengit",a2a
37874,Ancient China,a2a
37876,Ancient Greece,a2a
37900,"Atayal,Sedeq,Saisiyat",a2a
37911,"Baiga,Bhuiya,Bhumiya",a2a
37926,Bashkir,a2a
37928,Batak; Gayo,a2a
37937,"Bhil, Barela-Bhilala",a2a
37945,"Bondo,Didayi,Gutob",a2a
37960,Bulgarians,a2a
37962,"Bunun,Tsou,Kanabu",a2a
38051,Darkhad,a2a
38056,Dholuo,a2a
38099,Georgians,a2a
38118,Harakmbet,a2a
38127,"Hindi, Chhattisgarhi",a2a
38146,"India, literary sources",a2a
38159,Jicaque,a2a
38164,Kachin,a2a
38187,Karen,a2a
38210,Khmer,a2a
38230,Konds (Khonds),a2a
38233,Korea,a2a
38253,"Lahu,Sani,Hani,Nasu,Jino",a2a
38260,"Lavrung,Jiarong,Qiang",a2a
38266,Lepcha,a2a
38275,"Lisu, Lolo,Yi,Achang",a2a
38276,Lithuanians,a2a
38291,Macedonians,a2a
38332,"Mende,Bandi,Loma",a2a
38334,Mentawai,a2a
38335,"Meo,Dao,Man (Vietnam,Laos)",a2a
38339,"Miao,Yao (South China)",a2a
38353,Mongols (Khalkha),a2a
38361,"Mundari,Ho,Asur,Birhor",a2a
38364,"Muria,Maria,Pardhan",a2a
38366,"Murut,Dusun,Tombonuvo,Bajau",a2a
38367,Muslim Malay,a2a
38372,Nanai,a2a
38377,Negidals,a2a
38378,Nepali; Tharu,a2a
38390,Nivkh,a2a
38401,Northern Peru: Sierra,a2a
38419,Oirat,a2a
38424,Olcha,a2a
38435,Oroch,a2a
38445,"Paiwan,Puyuma,Rukay",a2a
38447,Palaung,a2a
38455,"Pasco,Junin,Huancavelica dep.",a2a
38487,"Rawang, Anong, Drung",a2a
38491,Romanians,a2a
38510,"Santali,Turi",a2a
38520,"Semang,Senoi",a2a
38523,Serbs,a2a
38527,"Shan,Khampti,Ahom",a2a
38528,"Shasta,Chimariko",a2a
38545,Sinhalese,a2a
38546,"Siona,Coreguaje",a2a
38558,Sora,a2a
38566,Southern Solomons,a2a
38585,Sym Evenki,a2a
38591,"Tai,Zhuang,Nung,Kho",a2a
38604,"Tawang,Miji,Aka,Sherdukpen",a2a
38615,Thai (Thailand),a2a
38618,Tibetans: Amdo,a2a
38627,"Tjam,Ede,Jarai",a2a
38637,"Toradja, Mori",a2a
38667,Tuvinians,a2a
38673,Udihe,a2a
38696,"Wa, Bulang",a2a
38743,Yava,a2a
38769,"Abor,Gallong,Tani",a2b
38790,"Alor, Solor",a2b
38792,"Altai-Kiji, Telengit",a2b
38797,Ancient China,a2b
38823,"Atayal,Sedeq,Saisiyat",a2b
38839,"Bali, Lombok",a2b
38849,Bashkir,a2b
38851,Batak; Gayo,a2b
38868,"Bondo,Didayi,Gutob",a2b
38873,Bosnia Muslims,a2b
38883,Bulgarians,a2b
38885,"Bunun,Tsou,Kanabu",a2b
38905,Central Philippines,a2b
38924,"Chin,Kuki,Lakher,Mizo,Lushei",a2b
38927,Chinese folklore,a2b
38961,Croatians,a2b
38974,Darkhad,a2b
39000,Evenki of China,a2b
39002,Ewe,a2b
39013,Fon,a2b
39021,"Garo,Bodo,Hami,Riga",a2b
39041,Harakmbet,a2b
39081,Japan,a2b
39087,Kachin,a2b
39110,Karen,a2b
39147,"Klamath, Modoc",a2b
39153,Konds (Khonds),a2b
39156,Korea,a2b
39176,"Lahu,Sani,Hani,Nasu,Jino",a2b
39189,Lepcha,a2b
39198,"Lisu, Lolo,Yi,Achang",a2b
39199,Lithuanians,a2b
39214,Macedonians,a2b
39236,"Manjak,Balant,Papel,Felupe,Diola",a2b
39255,"Mende,Bandi,Loma",a2b
39257,Mentawai,a2b
39258,"Meo,Dao,Man (Vietnam,Laos)",a2b
39262,"Miao,Yao (South China)",a2b
39276,Mongols (Khalkha),a2b
39277,"Monguor,Shirongol",a2b
39284,"Mundari,Ho,Asur,Birhor",a2b
39287,"Muria,Maria,Pardhan",a2b
39289,"Murut,Dusun,Tombonuvo,Bajau",a2b
39290,Muslim Malay,a2b
39295,Nanai,a2b
39300,Negidals,a2b
39301,Nepali; Tharu,a2b
39313,Nivkh,a2b
39342,Oirat,a2b
39347,Olcha,a2b
39358,Oroch,a2b
39368,"Paiwan,Puyuma,Rukay",a2b
39410,"Rawang, Anong, Drung",a2b
39418,Russians,a2b
39433,"Santali,Turi",a2b
39443,"Semang,Senoi",a2b
39446,Serbs,a2b
39451,"Shasta,Chimariko",a2b
39469,"Siona,Coreguaje",a2b
39481,Sora,a2b
39508,Sym Evenki,a2b
39514,"Tai,Zhuang,Nung,Kho",a2b
39527,"Tawang,Miji,Aka,Sherdukpen",a2b
39550,"Tjam,Ede,Jarai",a2b
39560,"Toradja, Mori",a2b
39590,Tuvinians,a2b
39596,Udihe,a2b
39605,"Umpqua,Coquille,Tututni",a2b
39619,"Wa, Bulang",a2b
39692,"Abor,Gallong,Tani",a2b1
39715,"Altai-Kiji, Telengit",a2b1
39720,Ancient China,a2b1
39847,"Chin,Kuki,Lakher,Mizo,Lushei",a2b1
39897,Darkhad,a2b1
39944,"Garo,Bodo,Hami,Riga",a2b1
40010,Kachin,a2b1
40099,"Lahu,Sani,Hani,Nasu,Jino",a2b1
40112,Lepcha,a2b1
40121,"Lisu, Lolo,Yi,Achang",a2b1
40181,"Meo,Dao,Man (Vietnam,Laos)",a2b1
40185,"Miao,Yao (South China)",a2b1
40199,Mongols (Khalkha),a2b1
40200,"Monguor,Shirongol",a2b1
40265,Oirat,a2b1
40333,"Rawang, Anong, Drung",a2b1
40513,Tuvinians,a2b1
40542,"Wa, Bulang",a2b1
40645,Ancient Greece,a2c
40680,"Baiga,Bhuiya,Bhumiya",a2c
40697,Batak; Gayo,a2c
40714,"Bondo,Didayi,Gutob",a2c
40729,Bulgarians,a2c
40848,Ewe,a2c
40859,Fon,a2c
40867,"Garo,Bodo,Hami,Riga",a2c
40999,Konds (Khonds),a2c
41045,Lithuanians,a2c
41060,Macedonians,a2c
41082,"Manjak,Balant,Papel,Felupe,Diola",a2c
41101,"Mende,Bandi,Loma",a2c
41103,Mentawai,a2c
41130,"Mundari,Ho,Asur,Birhor",a2c
41133,"Muria,Maria,Pardhan",a2c
41260,Romanians,a2c
41289,"Semang,Senoi",a2c
41292,Serbs,a2c
41327,Sora,a2c
41332,Southern Luzon,a2c
41394,"Tiv,Jukun,Mbete,Wute,Ekoi",a2c
41406,"Toradja, Mori",a2c
41512,Yava,a2c
41671,Cayapa (Chachi),a2d
41710,Chukchi,a2d
41809,Hanty,a2d
41828,Hungarians,a2d
41851,Jicaque,a2d
41897,"Ket, Yug",a2d
41918,Kogi,a2d
41944,Lacandon,a2d
41984,Machiguenga,a2d
42096,Northern Sel'kup,a2d
42347,Tunebo,a2d
42424,Yakut,a2d
42447,Yukpa,a2d
42458,Abaza (Abazins),a3
42460,Abkhaz,a3
42461,"Abor,Gallong,Tani",a3
42466,Admiralty islands,a3
42467,"Adyghe, Kabardin",a3
42468,Aguaruna,a3
42469,Aimara,a3
42470,Ainu,a3
42471,"Aka,Baka a.o.Western Pygmies",a3
42472,"Akan,Ashanti,Akwapim,Tvi",a3
42478,Albanians,a3
42481,Algonkian proper,a3
42487,Amuesha,a3
42489,Ancient China,a3
42490,Ancient Egypt,a3
42491,Ancient Greece,a3
42492,Ancient Italy,a3
42493,Andaman,a3
42504,Arapaho,a3
42506,Armenians,a3
42509,AsiaticEskimo,a3
42519,"Avar,Andi,Akhvakh",a3
42524,Aztec,a3
42526,"Baiga,Bhuiya,Bhumiya",a3
42529,Balahi,a3
42531,"Bali, Lombok",a3
42536,"Banks, Torres islands",a3
42539,Bari,a3
42543,Batak; Gayo,a3
42549,Bengali,a3
42550,"Berber (Morocco,SW Algeria)",a3
42555,Biu-Mandara,a3
42556,Blackfoot,a3
42560,"Bondo,Didayi,Gutob",a3
42562,Bora,a3
42566,Botocudo,a3
42570,"Bribri,Cabecar",a3
42572,"Bugi, Macassar",a3
42575,Bulgarians,a3
42579,Burusho,a3
42580,Buryat,a3
42585,"Cahuilla, Cupeno",a3
42590,Cashibo,a3
42592,Catalonia,a3
42597,Central Philippines,a3
42599,Central Vanuatu,a3
42600,Central Yupiq,a3
42601,Ceram,a3
42603,"Chagga, Digo",a3
42606,Chayahuita,a3
42617,"Chin-Naga(Rengma,Ao,Angami etc",a3
42618,"Chinantec,Mazatec",a3
42622,Chiricahua Apache,a3
42623,Chiriguano,a3
42625,Choco,a3
42626,"Choktaw,Chichasaw",a3
42627,"Chokwe,Luchazi",a3
42628,Chol,a3
42629,Chontal,a3
42631,Chorti,a3
42635,Chumash,a3
42637,Chuvash,a3
42639,Cocopa,a3
42640,Cofan,a3
42641,Colorado (Tsachila),a3
42645,Cook Islands northern,a3
42649,Cora,a3
42652,Crimea Tatars,a3
42654,Crow,a3
42655,Cuba Mestizos,a3
42657,Cuiva,a3
42662,"Dan,Guro,Mano,Sapa,Ngere",a3
42664,Dards,a3
42665,Dargin (Dargwa),a3
42669,Dhanwar,a3
42673,Diegueno,a3
42678,Dungan,a3
42679,Durango Nahua,a3
42683,Eastern Keres,a3
42684,"Eastern Sami, incl. Skolts",a3
42687,"Efik, Ibibio, Ikom",a3
42691,Estonians,a3
42692,Evenki of China,a3
42694,Ewe,a3
42701,"Fipa,Bende,Iramba",a3
42702,Five Nations Iroquois,a3
42705,Fon,a3
42707,"Fox,Sauk,Kikapoo",a3
42708,French,a3
42711,Gagauz,a3
42713,"Garo,Bodo,Hami,Riga",a3
42714,Georgians,a3
42717,"Gogo,Zaramo,Kaguru",a3
42719,Gondi,a3
42720,Greeks (modern),a3
42723,Guarani,a3
42724,Guayabero,a3
42725,"Guaymi,Bocota",a3
42727,Hadza,a3
42740,Highland Ecuador,a3
42742,"Hindi, Chhattisgarhi",a3
42748,Huastec,a3
42749,Huave,a3
42750,Huichol,a3
42751,Hungarians,a3
42753,"Huron, Wyandot",a3
42757,Iglulik,a3
42758,Ijaw,a3
42759,Ijka,a3
42769,Ireland,a3
42770,Island Caribs,a3
42771,Italians (continental),a3
42774,Jicaque,a3
42775,Jicarilla Apache,a3
42776,Juang,a3
42779,Kachin,a3
42780,Kafirs,a3
42781,"Kaingang, Xokleng",a3
42782,"Kalapalo, Kuikuro",a3
42784,"Kalenjin,Nande,Arusha",a3
42788,Kamakan,a3
42789,Kamba,a3
42792,"Kamsa, Ingano",a3
42793,Kanamari,a3
42794,"Kanjobal,Chuj,Mocho",a3
42795,Kannada; Kuruba,a3
42799,"Karachays, Balkar",a3
42800,Karaja,a3
42802,Karen,a3
42806,Kashmiri,a3
42809,"Katawishi,Manao etc.",a3
42812,Kaxuyana,a3
42816,"Kechua: South Peru, Bolivia",a3
42817,"Kei,Tanimbar,Babar,Watubela",a3
42818,Kekchi; Mopan,a3
42821,"Kete,Luba-Kasai,Kanioka",a3
42822,Khakas,a3
42823,Kharia,a3
42841,Kogi,a3
42844,"Konde,Matumbi,Pangwa",a3
42845,Konds (Khonds),a3
42846,Kongo,a3
42848,Korea,a3
42849,Korku,a3
42852,Krache; Ga,a3
42854,Kru,a3
42855,"Kuba,Dengese,Bushoongo,Yansi",a3
42856,Kubu,a3
42860,Kuna,a3
42867,Lacandon,a3
42873,"Lassik,Catho,Mattole",a3
42878,Lenape,a3
42883,"Lezgians,Kiurin; Archin",a3
42886,Lima dep.,a3
42888,Lingala,a3
42889,Lipan Apache,a3
42897,Loyalty,a3
42898,"Lozi,Rotse,Lui,Subia",a3
42900,"Luiseno, Juaneno",a3
42904,Luzon Negritos,a3
42906,Macedonians,a3
42915,Makka,a3
42917,Malagasy,a3
42924,Mandan,a3
42925,"Manden,Bamana,Malinke,Diula",a3
42926,Mangareva,a3
42927,"Mangbetu,Lugbara,Madi",a3
42930,"Maori,Moriori",a3
42931,Mapuche,a3
42932,Marathi,a3
42933,Mari,a3
42935,Marquesas,a3
42938,Masai,a3
42948,Menomini,a3
42950,"Meo,Dao,Man (Vietnam,Laos)",a3
42953,"Miami, Illini",a3
42954,"Miao,Yao (South China)",a3
42955,Micmac,a3
42959,Mindanao,a3
42961,"Mixtec,Trique",a3
42962,Mocovi,a3
42963,"Mojo,Manasi,etc.",a3
42966,"Mongo,Tetela,Kuba,Nkundu",a3
42968,Mongols (Khalkha),a3
42971,Mordvins,a3
42972,Morocco Arabs,a3
42973,"Moseten,Chimane",a3
42974,"Mpongwe,Nkomi,Mindumu",a3
42975,Muisca,a3
42976,"Mundari,Ho,Asur,Birhor",a3
42977,Mundurucu,a3
42979,"Muria,Maria,Pardhan",a3
42984,"N.Britain,N.Ireland",a3
42985,Nambikwara,a3
42988,"Napo,Kanelo",a3
42991,Navajo,a3
43000,"Niamwesi,Sumbwa",a3
43010,Northern Gur (Oti-Volta),a3
43011,Northern Luzon,a3
43012,Northern Naga (Konyak etc.),a3
43013,Northern Ojibwa,a3
43014,Northern Paiute,a3
43015,Northern Peru: Costa,a3
43016,Northern Peru: Sierra,a3
43024,"Nuer,Dinka",a3
43028,"Nyaturu,Isanzu,Nilamba",a3
43031,Oaxaca Mixe,a3
43034,Oirat,a3
43036,Ojibwa (Western),a3
43038,"Okinawa,Miyako,Yaeyama",a3
43041,"Omagua, Cocama",a3
43042,"Omaha, Ponka",a3
43044,"Ontong Java,Takuu,Nukumanu,Nukuria",a3
43045,Opata,a3
43052,"Osage, Kansa",a3
43055,"Otomi,Pame,Jonaz",a3
43056,Ottawa,a3
43061,Palau,a3
43066,Panare (E'napa),a3
43069,Parintintin,a3
43070,"Pasco,Junin,Huancavelica dep.",a3
43072,Pawnee,a3
43075,Persians,a3
43076,Piaroa,a3
43077,Pima,a3
43078,Pipil,a3
43080,Plains Cree,a3
43081,Plains Ojibwa,a3
43084,Pomo,a3
43085,Ponape district,a3
43086,Popoluca,a3
43087,Portuguese,a3
43090,Puebla & Huasteca Nahua,a3
43095,"Quiche,Pocomam",a3
43103,Reindeer Koryak,a3
43104,"Rennel,Tikopia,Bellona,Futuna(Erronan)",a3
43106,Romanians,a3
43107,Romansh,a3
43113,"Rwanda,Shi,Rundi",a3
43115,SE New Guinea Melanesians,a3
43119,Saliva,a3
43120,Samoa,a3
43121,Sandawe,a3
43124,"Santa-Cruz, Reef islands",a3
43125,"Santali,Turi",a3
43129,"Sardinia, Corsica",a3
43131,Sarsi,a3
43134,Selknam,a3
43135,"Semang,Senoi",a3
43137,Sepik-Ramu Papuans,a3
43139,Seri,a3
43143,"Shasta,Chimariko",a3
43149,Shipibo-Conibo,a3
43152,"Shuar,Achuar,Huambiza",a3
43153,"Shughni,Rushani,Khufi,Bartangi",a3
43156,Sicilia,a3
43157,Sicuani,a3
43165,Slovenians,a3
43166,Soconuzco Mestizos; Cotzumalguapa,a3
43178,Southern Luzon,a3
43183,Spanish,a3
43184,St.Lawrence Eskimo,a3
43187,"Sukuma,Gusii,Kumbi",a3
43188,"Sulu, Mapun",a3
43190,Sumbawa,a3
43198,Swampy Cree (Western),a3
